cliente_inactivo,frecuencia_compra,gasto_total_acumulado,cantidad_total_comprada,ticket_promedio,dias_desde_ultima_compra,frecuencia_mensual_compra,numero_categorias_distintas,numero_productos_distintos,canal_mas_utilizado,descuento_promedio_utilizado,segmento,edad,genero,ciudad_cliente,distrito_cliente
0,12,1383.24,22.0,115.27,78,1.3333333333333333,4,11,Tienda Física,17.480833333333333,Nuevo,26.0,M,Cusco,San Jerónimo
0,19,7438.7,41.0,391.5105263157895,29,1.1875,5,19,Tienda Física,14.025789473684211,Ocasional,35.0,M,Arequipa,Cayma
0,24,5724.7,50.0,238.52916666666667,68,1.6,6,24,Tienda Física,12.432173913043478,Ocasional,63.0,M,Lima,Lince
0,21,6727.39,39.0,320.3519047619048,257,1.3125,6,21,Tienda Física,13.115238095238096,Regular,40.0,M,Arequipa,Paucarpata
0,11,1297.86,26.0,117.98727272727272,16,1.0,4,11,Tienda Física,11.703636363636365,Nuevo,49.0,F,Piura,Veintiséis de Octubre
0,16,6802.77529877709,45.0,425.1734561735681,115,1.4545454545454546,6,16,Tienda Física,11.9925,Nuevo,30.0,F,Lima,Pueblo Libre
0,26,10273.181000731585,59.0,395.122346181984,44,1.1818181818181819,6,26,Tienda Física,12.792307692307693,Regular,35.0,M,Lima,Pueblo Libre
0,17,4968.2,39.0,292.2470588235294,212,1.4166666666666667,6,17,Tienda Física,12.916470588235294,Ocasional,24.0,F,Lima,Surco
0,16,3686.15,34.0,230.384375,70,1.2307692307692308,6,16,Tienda Física,14.39125,Nuevo,36.0,F,Arequipa,Paucarpata
0,11,4844.44,28.0,440.40363636363634,89,1.2222222222222223,6,11,Tienda Física,13.65,Nuevo,41.0,M,Lima,Jesus María
0,14,2830.4,28.0,202.17142857142858,16,1.2727272727272727,6,14,Tienda Física,10.654285714285715,Premium,67.0,F,Trujillo,La Merced
0,11,3227.8700000000003,30.0,293.4427272727273,7,1.1,5,11,Tienda Física,14.162727272727272,Regular,54.0,M,Lima,Jesus María
0,17,11437.73,36.0,672.8076470588235,42,1.3076923076923077,6,17,Tienda Física,9.75764705882353,Ocasional,40.0,M,Arequipa,Cercado
1,19,4338.46,48.0,228.34,195,1.2666666666666666,6,19,Tienda Física,11.635263157894736,Regular,56.0,F,Trujillo,El Recreo
0,13,3985.61,27.0,332.13416666666666,4,1.3,5,13,Tienda Física,13.172307692307694,Ocasional,37.0,M,Trujillo,La Merced
0,18,1796.74,40.0,99.81888888888889,42,1.5,5,18,Tienda Física,12.808333333333332,Regular,18.0,M,Lima,Lince
0,17,13625.39,47.0,801.4935294117647,64,1.4166666666666667,6,17,Tienda Física,11.381176470588235,Ocasional,41.0,M,Lima,Surco
0,15,892.54,39.0,59.50266666666666,82,1.25,4,15,Tienda Física,11.632,Ocasional,57.0,F,Lima,La Molina
0,18,4412.69,47.0,245.1494444444444,31,1.2,6,18,Tienda Física,13.552777777777777,Nuevo,40.0,F,Lima,La Molina
0,24,9546.98,73.0,397.7908333333333,60,1.6,6,24,Tienda Física,11.364166666666668,Ocasional,29.0,M,Lima,Lince
0,21,5012.03,43.0,238.66809523809522,9,1.3125,6,21,Tienda Física,10.199523809523809,Regular,31.0,M,Lima,La Molina
0,22,8720.09,54.0,415.242380952381,181,1.4666666666666666,6,22,Tienda Física,13.447142857142856,Regular,37.0,,Lima,San Isidro
0,14,1243.4,34.0,88.81428571428572,51,1.4,5,14,Tienda Física,12.00923076923077,Regular,34.0,F,Trujillo,La Merced
0,13,2358.79,33.0,181.44538461538463,114,1.3,5,13,Tienda Física,11.843076923076923,Premium,38.0,M,Arequipa,Cayma
0,18,4878.12,42.0,271.00666666666666,44,1.2,6,18,Tienda Física,11.917222222222222,Nuevo,39.0,F,Lima,San Miguel
0,15,6941.721734707212,28.0,495.83726676480086,70,1.25,5,15,Tienda Física,13.031333333333333,Regular,32.0,F,Piura,Castilla
0,17,4986.39,47.0,293.3170588235294,101,1.0625,6,17,Tienda Física,11.827058823529413,Ocasional,27.0,M,Lima,San Miguel
0,9,5724.51,26.0,636.0566666666667,145,1.2857142857142858,5,9,Tienda Física,13.192222222222222,Ocasional,42.0,F,Lima,Lince
0,13,5521.26,31.0,424.7123076923077,114,1.3,5,13,Tienda Física,14.022307692307692,Nuevo,34.0,M,Arequipa,Cayma
0,23,1854.69,65.0,80.63869565217392,20,1.4375,5,23,Tienda Física,11.492608695652173,Ocasional,49.0,M,Trujillo,Mansiche
0,7,535.24,13.0,76.46285714285715,106,1.1666666666666667,4,7,Tienda Física,12.504285714285714,Premium,43.0,F,Lima,Jesus María
0,10,4010.73,19.0,401.073,87,1.1111111111111112,5,10,Tienda Física,11.975999999999999,Premium,43.0,M,Lima,Magdalena
0,14,3221.2,43.0,230.08571428571426,66,1.2727272727272727,6,14,Tienda Física,12.225714285714286,Regular,18.0,M,Trujillo,El Recreo
0,12,2728.5,23.0,248.04545454545453,22,1.2,6,12,Tienda Física,15.92,Premium,42.0,F,Trujillo,El Recreo
0,20,5978.099999999999,48.0,298.905,65,1.4285714285714286,5,20,Tienda Física,12.6625,Nuevo,66.0,F,Lima,Jesus María
0,10,1815.3200000000002,20.0,181.532,44,1.1111111111111112,5,10,Tienda Física,16.313,Regular,39.0,M,Cusco,San Jerónimo
0,16,13514.35,33.0,844.646875,17,1.3333333333333333,5,16,Tienda Física,10.25375,Ocasional,47.0,M,Arequipa,Yanahuara
0,19,3138.82,43.0,165.20105263157896,18,1.4615384615384615,5,19,Tienda Física,12.963684210526315,Ocasional,45.0,F,Lima,San Miguel
0,16,4692.25,27.0,293.265625,103,1.3333333333333333,6,16,Tienda Física,12.07625,Premium,49.0,M,Lima,Surco
0,14,2726.69,24.0,194.76357142857142,46,1.0769230769230769,6,14,Tienda Física,13.210769230769232,Ocasional,41.0,F,Lima,San Miguel
0,12,6015.75,34.0,546.8863636363636,226,1.5,5,12,Tienda Física,10.765,Regular,31.0,M,Trujillo,El Recreo
1,18,2823.43,50.0,156.85722222222222,141,1.2857142857142858,5,18,Tienda Física,12.617222222222221,Nuevo,35.0,F,Trujillo,Vista Alegre
0,20,4597.59,35.0,229.8795,62,1.25,6,20,Tienda Física,12.956999999999999,Ocasional,24.0,F,Piura,Centro
0,13,3573.14,30.0,274.85692307692307,223,1.4444444444444444,5,13,Tienda Física,11.561538461538463,Regular,45.0,M,Lima,Lince
1,13,3430.02,25.0,263.8476923076923,71,1.3,5,12,Tienda Física,14.082307692307692,Ocasional,19.0,M,Lima,Magdalena
0,18,5108.45,46.0,283.80277777777775,53,1.2,6,17,Tienda Física,14.972222222222221,Regular,38.0,F,Cusco,San Sebastián
0,15,2820.9199999999996,28.0,188.0613333333333,117,1.5,6,15,Tienda Física,13.776,Ocasional,59.0,M,Lima,Jesus María
0,13,4447.95,28.0,342.15,37,1.3,6,13,Tienda Física,11.633846153846154,Ocasional,18.0,F,Arequipa,Cercado
0,20,10199.89,34.0,536.8363157894737,76,1.25,6,20,Tienda Física,11.943,Nuevo,49.0,F,Trujillo,
0,20,6836.7,46.0,359.82631578947365,13,1.3333333333333333,6,20,Tienda Física,12.49,Nuevo,43.0,F,Lima,San Isidro
0,22,4093.8599999999997,49.0,186.08454545454543,27,1.4666666666666666,5,22,Tienda Física,13.34909090909091,Regular,38.0,M,Arequipa,Paucarpata
0,15,7693.02,45.0,512.868,11,1.3636363636363635,6,14,Tienda Física,14.397333333333332,Ocasional,25.0,F,Lima,Magdalena
0,20,10800.83,53.0,540.0415,94,1.5384615384615385,6,20,Tienda Física,9.152,Nuevo,46.0,F,Cusco,Cercado
0,16,2523.87,30.0,157.741875,29,1.1428571428571428,5,16,Tienda Física,13.795,Regular,40.0,F,Lima,La Molina
0,20,4290.849999999999,45.0,214.54249999999996,4,1.5384615384615385,6,19,Tienda Física,9.620000000000001,Regular,67.0,F,Trujillo,Vista Alegre
1,16,13410.38,29.0,838.14875,13,1.3333333333333333,6,16,Tienda Física,11.845,Nuevo,34.0,M,Lima,Lince
0,13,2003.4,33.0,154.1076923076923,192,1.3,6,13,Tienda Física,9.845384615384615,Ocasional,44.0,F,Arequipa,Paucarpata
0,16,7645.63,42.0,477.851875,58,1.2307692307692308,6,16,Tienda Física,13.67375,Ocasional,27.0,F,Arequipa,Cayma
0,15,3380.22,36.0,225.34799999999998,85,1.1538461538461537,6,15,Tienda Física,11.440666666666665,Premium,39.0,M,Cusco,San Sebastián
0,13,1121.81,27.0,86.29307692307692,55,1.1818181818181819,5,13,Tienda Física,9.893846153846154,Ocasional,20.0,M,Lima,Surco
0,12,4063.7599999999998,30.0,338.64666666666665,68,1.2,6,12,Tienda Física,11.6725,Ocasional,18.0,F,Lima,Jesus María
0,12,2729.58,22.0,227.465,84,1.2,5,12,Tienda Física,10.063333333333334,Nuevo,36.0,M,Piura,Sullana
0,15,14123.88,38.0,941.592,11,1.1538461538461537,5,15,Tienda Física,14.462,Regular,56.0,F,Arequipa,Cayma
0,15,2568.3,50.0,171.22,72,1.1538461538461537,4,15,Tienda Física,17.650666666666666,Regular,27.0,M,Cusco,San Jerónimo
0,14,6572.2,26.0,469.4428571428571,221,1.1666666666666667,5,13,Tienda Física,13.734285714285715,Ocasional,37.0,F,Lima,San Miguel
1,13,7168.92,22.0,551.4553846153847,55,1.1818181818181819,5,13,Tienda Física,10.280000000000001,Regular,35.0,M,Cusco,Santiago
1,11,4077.38,21.0,370.6709090909091,107,1.2222222222222223,6,11,Tienda Física,14.256363636363636,Ocasional,44.0,F,Arequipa,Cerro Colorado
0,17,3635.83,44.0,213.87235294117647,50,1.3076923076923077,6,17,Tienda Física,14.202941176470588,Regular,55.0,F,Cusco,Cercado
0,14,5455.650000000001,28.0,389.68928571428575,90,1.2727272727272727,6,14,Tienda Física,17.107142857142858,Ocasional,43.0,M,Lima,Jesus María
0,17,9570.85,40.695015514868544,562.9911764705882,57,1.3076923076923077,6,17,Tienda Física,14.063529411764707,Premium,18.0,M,Lima,San Isidro
0,19,8389.5,37.0,441.55263157894734,38,1.4615384615384615,6,18,Tienda Física,12.262105263157894,Regular,42.0,F,Lima,La Molina
0,11,2303.17,33.0,209.3790909090909,44,1.1,5,11,Tienda Física,8.453636363636363,Regular,29.0,F,Trujillo,El Recreo
0,23,6368.110000000001,57.0,276.874347826087,4,1.2777777777777777,5,22,Tienda Física,12.516521739130434,Premium,33.0,F,Lima,Lince
0,18,7534.849999999999,46.0,418.60277777777776,76,1.2,6,18,Tienda Física,12.505555555555555,Nuevo,67.0,M,Trujillo,Vista Alegre
0,21,5777.51,41.0,275.1195238095238,7,1.105263157894737,6,21,Tienda Física,12.976666666666667,Regular,47.0,M,Lima,San Isidro
0,13,2657.46,23.0,204.42000000000002,38,1.0,5,13,Tienda Física,14.277692307692309,Regular,49.0,M,Lima,Barranco
1,16,3056.8,40.0,191.05,31,1.2307692307692308,5,16,Tienda Física,11.185,Ocasional,54.0,M,Arequipa,Paucarpata
0,14,9367.73,34.0,669.1235714285714,24,1.2727272727272727,6,14,Tienda Física,9.632857142857143,Premium,59.0,F,Trujillo,Centro
0,10,1192.99,20.0,119.299,30,1.0,5,10,Tienda Física,10.647,Nuevo,45.0,F,Lima,Lince
1,14,6456.360000000001,34.0,461.16857142857145,83,1.1666666666666667,5,14,Tienda Física,9.53357142857143,Ocasional,18.0,F,Lima,La Molina
0,10,3034.3399999999997,24.0,303.43399999999997,19,1.0,4,10,Tienda Física,14.863999999999999,Regular,32.0,M,Trujillo,El Recreo
0,17,10127.74,45.0,595.7494117647059,23,1.3076923076923077,6,17,Tienda Física,14.07764705882353,Regular,33.0,F,Lima,Miraflores
1,18,3035.42,49.0,168.63444444444445,71,1.5,6,18,Tienda Física,13.647777777777778,Ocasional,27.0,M,Arequipa,Yanahuara
0,19,3604.48,54.0,189.70947368421054,111,1.4615384615384615,6,19,Tienda Física,14.693333333333335,Premium,30.0,F,Cusco,San Sebastián
0,8,1244.75,12.0,155.59375,105,1.1428571428571428,4,8,Tienda Física,15.2875,Ocasional,36.0,F,Lima,
0,14,5000.5,29.0,357.17857142857144,191,1.2727272727272727,5,13,Tienda Física,12.372142857142858,Ocasional,46.0,F,Lima,La Molina
0,21,3036.1,52.0,144.57619047619048,19,1.4,5,20,Tienda Física,9.48952380952381,Regular,48.0,M,Lima,Surco
0,17,5403.53,38.0,317.8547058823529,45,1.1333333333333333,5,17,Tienda Física,11.064117647058824,Premium,46.0,F,Arequipa,Cerro Colorado
0,10,5691.19,23.0,569.1189999999999,210,1.25,6,10,Tienda Física,12.703,Nuevo,61.0,M,Trujillo,El Recreo
0,24,5490.0199999999995,50.0,228.7508333333333,56,1.411764705882353,6,24,Tienda Física,12.936666666666667,Nuevo,66.0,M,Lima,Lince
0,13,3704.34,27.0,284.9492307692308,33,1.4444444444444444,5,13,Tienda Física,10.85153846153846,Ocasional,34.0,F,Cusco,Wanchaq
0,17,4731.185485124834,32.0,278.3050285367549,140,1.3076923076923077,6,17,Tienda Física,15.379999999999999,Regular,26.0,F,Lima,San Miguel
0,10,1426.97,44.96764004257353,142.697,303,1.25,4,10,Tienda Física,12.925,Nuevo,47.0,M,Arequipa,Paucarpata
0,13,4059.31,30.0,312.25461538461536,13,1.0833333333333333,4,13,Tienda Física,12.146153846153847,Nuevo,52.0,F,Trujillo,Mansiche
0,12,1243.05,35.0,103.58749999999999,10,1.3333333333333333,4,12,Tienda Física,14.748333333333335,Nuevo,18.0,F,Lima,Lince
0,17,1115.62,40.0,65.62470588235294,70,1.4166666666666667,4,16,Tienda Física,14.224117647058824,Premium,54.0,M,Lima,San Miguel
0,15,7539.717749976218,29.0,502.64784999841453,95,1.25,6,15,Tienda Física,9.185333333333334,Ocasional,32.0,M,Lima,San Isidro
1,15,3118.74,26.0,222.76714285714283,57,1.1538461538461537,6,15,Tienda Física,12.062142857142858,Nuevo,27.0,F,Trujillo,La Merced
1,9,2118.8999999999996,25.0,235.43333333333328,113,1.0,4,9,App,15.153333333333332,Ocasional,27.0,M,Piura,Centro
0,13,9167.4,25.0,705.1846153846153,298,1.3,5,12,Tienda Física,14.205384615384615,Ocasional,39.0,M,Lima,Surco
0,19,9247.62,53.0,486.7168421052632,2,1.7272727272727273,6,19,Tienda Física,12.936315789473683,Regular,44.0,F,Piura,Centro
0,17,4291.51,38.0,252.44176470588238,18,1.2142857142857142,6,17,Tienda Física,13.781764705882352,Premium,44.0,M,Trujillo,Mansiche
0,18,5230.48,33.0,290.5822222222222,78,1.3846153846153846,6,18,Tienda Física,13.742941176470588,Regular,47.0,M,Arequipa,Cayma
0,15,1915.52,37.0,127.70133333333334,27,1.3636363636363635,4,13,Tienda Física,12.978666666666667,Nuevo,25.0,M,Lima,Lince
0,12,7990.33,23.0,665.8608333333333,131,1.7142857142857142,6,12,Tienda Física,8.978333333333333,Premium,42.0,M,Arequipa,Cercado
0,11,6600.240000000001,28.0,600.0218181818183,24,1.0,4,11,Tienda Física,11.866363636363637,Nuevo,54.0,M,Lima,Barranco
0,10,535.08,23.0,53.508,124,1.1111111111111112,4,9,Tienda Física,7.851999999999999,Nuevo,37.0,M,Trujillo,Vista Alegre
1,11,4154.9800000000005,18.0,377.72545454545457,44,1.0,6,11,Tienda Física,14.589090909090908,Ocasional,22.0,M,Piura,Veintiséis de Octubre
1,14,4833.82,40.0,345.2728571428571,7,1.2727272727272727,5,14,Web,9.787142857142857,Ocasional,61.0,F,Cusco,Cercado
0,15,8301.54,45.0,553.436,153,1.25,6,15,Tienda Física,11.044666666666668,Regular,28.0,M,Cusco,San Sebastián
0,12,695.8,24.0,57.98333333333333,132,1.7142857142857142,5,12,Tienda Física,13.353333333333333,Nuevo,18.0,M,Lima,San Isidro
1,20,2973.9,54.0,148.695,31,1.4285714285714286,6,20,Tienda Física,12.6805,Regular,22.0,F,Lima,Barranco
0,18,6430.09,44.0,357.2272222222222,174,1.2,5,18,Tienda Física,10.33888888888889,Ocasional,38.0,M,Lima,La Molina
0,24,3812.04,58.0,158.835,65,1.263157894736842,5,24,Tienda Física,10.952916666666667,Ocasional,35.0,M,Arequipa,Cayma
0,18,2827.49,35.0,157.08277777777778,26,1.2,6,18,Tienda Física,16.58,Nuevo,26.0,F,Lima,Barranco
1,20,3438.65,49.0,171.9325,69,1.5384615384615385,6,20,Tienda Física,12.3925,Nuevo,46.0,M,Piura,Castilla
0,10,10235.210000000001,35.0,1023.5210000000001,93,1.1111111111111112,5,10,Tienda Física,12.016,Premium,41.0,M,Trujillo,La Merced
0,15,2466.18,41.0,164.41199999999998,60,1.25,5,15,Tienda Física,14.401333333333334,Ocasional,18.0,M,Arequipa,Cerro Colorado
1,30,15580.57,64.0,519.3523333333334,63,1.5789473684210527,6,30,Tienda Física,13.245000000000001,Ocasional,38.0,F,Arequipa,Cayma
0,25,7641.820000000001,64.0,305.67280000000005,16,1.1904761904761905,5,25,Tienda Física,14.4792,Premium,47.0,M,Lima,Magdalena
0,13,3164.86,21.0,243.45076923076925,73,1.625,6,13,Tienda Física,11.672307692307694,Ocasional,53.0,M,Lima,La Molina
1,14,4696.929999999999,25.0,335.49499999999995,131,1.1666666666666667,6,14,Tienda Física,12.640714285714285,Ocasional,27.0,M,Cusco,San Sebastián
0,15,1821.53,43.0,121.43533333333333,50,1.3636363636363635,5,15,Tienda Física,13.56,Nuevo,63.0,M,Arequipa,Cayma
1,21,4566.59,40.0,217.45666666666668,48,1.6153846153846154,6,21,Tienda Física,15.484761904761905,Nuevo,41.0,M,Lima,San Miguel
0,15,1732.78,41.0,123.77,46,1.5,5,15,Tienda Física,15.120000000000001,Regular,32.0,F,Lima,Jesus María
0,10,3425.96,19.0,342.596,279,1.25,5,10,Tienda Física,12.881,Nuevo,30.0,F,Arequipa,Yanahuara
1,21,5924.28,55.0,282.1085714285714,25,1.2352941176470589,6,21,Tienda Física,14.846190476190475,Nuevo,18.0,M,Trujillo,Vista Alegre
0,8,1119.41,19.0,139.92625,37,1.3333333333333333,3,8,Tienda Física,17.40125,Ocasional,38.0,F,Lima,Miraflores
0,7,1094.59,17.0,156.36999999999998,283,1.1666666666666667,4,7,Tienda Física,11.485,Regular,41.0,M,Lima,Jesus María
0,10,3238.5099999999998,20.0,359.83444444444444,78,1.25,5,10,Tienda Física,10.936,Nuevo,33.0,F,Lima,San Miguel
0,18,9602.34,43.0,533.4633333333334,35,1.3846153846153846,5,17,Tienda Física,10.092222222222222,Premium,40.0,F,Lima,Miraflores
0,13,1109.79,33.0,85.36846153846153,24,1.1818181818181819,5,13,Tienda Física,15.034615384615384,Ocasional,48.0,M,Arequipa,Paucarpata
0,16,2310.09,30.0,144.380625,25,1.3333333333333333,6,16,Tienda Física,8.288125,Nuevo,48.0,F,Arequipa,Cercado
0,15,1527.9099999999999,44.0,101.86066666666666,103,1.3636363636363635,5,15,Tienda Física,10.311333333333334,Nuevo,18.0,,Lima,San Miguel
0,13,3981.3,25.0,306.25384615384615,21,1.0833333333333333,6,13,Tienda Física,9.903076923076924,Ocasional,36.0,M,Arequipa,Cayma
0,8,2336.48,21.0,292.06,110,1.1428571428571428,4,8,Tienda Física,10.7825,Ocasional,27.0,M,Trujillo,La Merced
0,13,1395.34,34.0,107.33384615384615,8,1.0833333333333333,4,13,Tienda Física,14.027692307692309,Premium,29.0,F,Arequipa,Cercado
0,13,3066.0,32.0,235.84615384615384,27,1.3,6,13,Tienda Física,12.023846153846154,Premium,46.0,M,Lima,Lince
0,19,5778.0,42.0,304.10526315789474,79,1.1875,6,19,Tienda Física,11.554736842105262,Regular,32.0,F,Lima,Pueblo Libre
0,16,1600.68,72.8160913677244,100.0425,55,1.2307692307692308,5,16,Tienda Física,11.27125,Premium,48.0,F,Lima,Miraflores
0,19,8622.26,40.0,453.80315789473684,208,1.4615384615384615,5,19,Tienda Física,14.607368421052632,Regular,29.0,F,Arequipa,Cayma
0,8,1321.2,21.0,165.15,153,1.1428571428571428,5,8,Tienda Física,9.11375,Regular,32.0,F,Arequipa,Cercado
0,19,2852.67,39.0,150.1405263157895,86,1.3571428571428572,6,19,Tienda Física,12.454210526315789,Regular,33.0,F,Arequipa,Cayma
0,21,8558.37,54.0,407.5414285714286,92,1.3125,6,21,Tienda Física,13.32095238095238,Regular,49.0,M,Piura,Veintiséis de Octubre
0,14,546.13,25.0,39.00928571428572,61,1.2727272727272727,4,13,Tienda Física,12.254999999999999,Ocasional,54.0,M,Cusco,San Sebastián
0,17,9792.15,36.0,576.0088235294118,43,1.2142857142857142,6,17,Tienda Física,10.42470588235294,Regular,55.0,F,Lima,San Miguel
0,16,5125.778348825287,33.0,320.36114680158045,1,1.1428571428571428,5,16,Tienda Física,11.191875,Regular,26.0,M,Lima,La Molina
0,11,1848.15,25.0,168.01363636363638,66,1.2222222222222223,4,11,Tienda Física,9.913636363636364,Regular,52.0,M,Arequipa,Cerro Colorado
1,12,1750.99,28.0,145.91583333333332,83,1.0909090909090908,5,12,Tienda Física,16.6375,Nuevo,40.0,M,Trujillo,Vista Alegre
0,16,5857.3099999999995,47.0,366.08187499999997,42,1.3333333333333333,6,16,Tienda Física,14.316875,Regular,35.0,F,Arequipa,Cayma
1,20,4006.42,37.0,200.321,19,1.4285714285714286,6,20,Tienda Física,15.034,Regular,40.0,M,Cusco,Wanchaq
0,12,3992.73,27.0,332.7275,211,1.0,6,12,Tienda Física,12.532499999999999,Regular,40.0,M,Lima,Miraflores
1,15,5084.91,31.0,338.99399999999997,93,1.0714285714285714,6,15,Tienda Física,10.633333333333333,Regular,37.0,M,Arequipa,Cercado
0,20,4054.23,57.0,202.7115,70,1.25,6,20,Tienda Física,10.696000000000002,Ocasional,41.0,M,Lima,San Isidro
0,16,8871.42,33.0,554.46375,150,1.4545454545454546,6,16,Tienda Física,13.718125,Ocasional,50.0,M,Trujillo,Mansiche
0,20,3838.77,54.0,191.9385,10,1.25,6,19,Tienda Física,11.361,Premium,63.0,F,Arequipa,Cercado
0,19,6052.42,45.0,318.54842105263157,0,1.2666666666666666,6,19,Tienda Física,11.211052631578946,Premium,28.0,F,Lima,Barranco
0,21,5153.55,40.0,245.40714285714287,12,1.2352941176470589,6,21,Tienda Física,13.007142857142856,Nuevo,39.0,F,Trujillo,El Recreo
0,17,4081.17,31.0,240.06882352941176,17,1.1333333333333333,6,17,Tienda Física,11.58764705882353,Nuevo,66.0,M,Piura,Sullana
0,14,7565.11,39.0,540.365,45,1.1666666666666667,6,14,Tienda Física,7.6378571428571425,Premium,18.0,F,Lima,San Miguel
0,16,19050.600000000002,37.0,1270.0400000000002,2,1.3333333333333333,6,16,Tienda Física,14.11125,Nuevo,28.0,M,Lima,Magdalena
0,13,5531.91,30.0,425.53153846153845,17,1.3,6,13,Tienda Física,10.451538461538462,Nuevo,40.0,M,Lima,Lince
1,16,2366.14,34.0,147.88375,111,1.2307692307692308,6,16,Tienda Física,9.245,Regular,22.0,M,Arequipa,Cercado
0,17,3851.25,46.0,226.5441176470588,64,1.4166666666666667,6,17,Tienda Física,12.892941176470588,Regular,22.0,M,Trujillo,El Recreo
0,20,1924.8700000000001,44.0,96.24350000000001,29,1.4285714285714286,5,20,Tienda Física,11.181000000000001,Ocasional,52.0,F,Trujillo,Mansiche
0,13,7786.43,25.0,598.9561538461538,192,1.1818181818181819,6,13,Tienda Física,11.813076923076922,Regular,48.0,M,Lima,Jesus María
0,12,6736.12,25.0,561.3433333333334,190,1.2,6,12,Tienda Física,9.895833333333334,Regular,47.0,F,Arequipa,Paucarpata
0,11,2315.11,27.0,210.46454545454546,212,1.2222222222222223,6,11,Tienda Física,12.36909090909091,Nuevo,42.0,M,Lima,Surco
0,11,4149.53,20.0,377.22999999999996,72,1.2222222222222223,5,11,Tienda Física,15.566363636363635,Regular,55.0,F,Trujillo,La Merced
0,12,9004.060000000001,26.0,750.3383333333335,63,1.3333333333333333,5,12,Tienda Física,9.734166666666667,Premium,42.0,F,Piura,Castilla
0,22,8119.08,38.0,369.0490909090909,14,1.375,6,21,Tienda Física,11.291818181818181,Nuevo,26.0,F,Arequipa,Cayma
0,13,818.1800000000001,28.0,62.93692307692308,0,1.0,4,13,Tienda Física,10.626923076923077,Regular,52.0,M,Cusco,Santiago
0,15,5651.31,37.0,376.754,28,1.1538461538461537,6,15,Tienda Física,11.618666666666666,Regular,34.0,F,Lima,Barranco
0,9,1298.28,24.0,144.25333333333333,18,1.125,4,9,Tienda Física,12.661111111111111,Nuevo,49.0,M,Cusco,San Jerónimo
0,14,1810.49,36.0,129.32071428571427,34,1.0,5,14,Tienda Física,12.345,Nuevo,48.0,F,Lima,La Molina
0,11,832.73,36.0,75.70272727272727,45,1.1,5,11,Tienda Física,15.955454545454545,Ocasional,31.0,F,Lima,Jesus María
0,13,3925.16,40.0,301.9353846153846,160,1.3,5,13,Tienda Física,11.083846153846155,Nuevo,20.0,M,Lima,La Molina
0,19,3736.77,49.0,196.6721052631579,82,1.2666666666666666,6,19,Tienda Física,11.272105263157894,Premium,32.0,F,Lima,La Molina
0,14,2762.18,32.0,197.29857142857142,75,1.0769230769230769,6,14,Tienda Física,13.36357142857143,Regular,44.0,F,Lima,Barranco
0,9,6673.42,24.0,741.4911111111111,32,1.2857142857142858,4,9,Tienda Física,11.406666666666666,Nuevo,36.0,M,Lima,Barranco
0,14,6993.599999999999,32.0,499.5428571428571,164,2.0,5,14,Tienda Física,10.244285714285713,Premium,48.0,F,Trujillo,Mansiche
0,22,6694.53,74.0,304.2968181818182,25,1.375,6,20,Tienda Física,13.876818181818182,Premium,36.0,M,Arequipa,Cayma
0,11,2357.05,26.0,214.27727272727273,417,1.2222222222222223,6,11,Tienda Física,11.371,Premium,49.0,F,Arequipa,Cerro Colorado
0,24,6144.4,51.0,256.01666666666665,98,2.0,6,24,Tienda Física,11.554166666666667,Regular,34.0,F,Lima,La Molina
0,16,9864.35,26.0,616.521875,28,1.2307692307692308,6,16,Tienda Física,11.841249999999999,Ocasional,27.0,M,Lima,San Isidro
0,22,13710.19,56.0,623.1904545454546,79,1.2941176470588236,6,21,Tienda Física,10.568181818181818,Nuevo,25.0,F,Arequipa,Paucarpata
0,21,3310.94,41.0,157.66380952380953,19,1.1666666666666667,6,21,Tienda Física,11.166500000000001,Regular,41.0,F,Arequipa,Cerro Colorado
1,17,1680.82,42.0,98.87176470588236,17,1.3076923076923077,5,17,Tienda Física,11.878823529411765,Regular,37.0,M,Arequipa,Cerro Colorado
0,15,2608.65,33.0,173.91,55,1.1538461538461537,5,14,Tienda Física,15.746666666666666,Regular,27.0,F,Cusco,Santiago
0,14,14120.16,33.0,1008.5828571428572,6,1.1666666666666667,6,14,Tienda Física,13.042142857142858,Nuevo,26.0,M,Cusco,San Jerónimo
0,18,8620.18,47.0,478.8988888888889,146,1.5,6,18,Tienda Física,11.868333333333332,Ocasional,26.0,F,Piura,Miraflores
1,17,9222.75,33.0,542.5147058823529,5,1.2142857142857142,6,17,Tienda Física,10.165882352941177,Regular,51.0,F,Arequipa,Paucarpata
0,22,7016.3099999999995,59.0,318.9231818181818,13,1.4666666666666666,6,22,Tienda Física,11.814090909090908,Regular,25.0,F,Piura,Veintiséis de Octubre
1,9,1721.96,21.0,191.32888888888888,145,1.2857142857142858,5,9,App,12.784444444444444,Ocasional,39.0,F,Arequipa,Cerro Colorado
0,18,15789.859999999999,38.0,877.2144444444443,15,1.6363636363636365,6,18,Tienda Física,11.602222222222222,Premium,28.0,F,Lima,La Molina
1,22,8277.82,48.0,376.26454545454544,22,1.375,6,22,Tienda Física,11.032272727272728,Nuevo,51.0,M,Piura,Centro
0,14,5136.2,29.0,366.87142857142857,48,1.1666666666666667,6,14,Tienda Física,15.795,Ocasional,65.0,M,Lima,Barranco
1,20,6331.049999999999,40.0,316.55249999999995,120,1.25,6,20,Tienda Física,11.994499999999999,Regular,31.0,F,Piura,Castilla
