id_producto,id_tienda,stock,stock_minimo,stock_maximo,costo_almacenamiento,ultima_actualizacion
208,3,58.0,11.0,87.0,1.51,2025-12-10
208,4,53.0,10.0,79.0,1.49,2025-12-10
208,5,53.0,10.0,79.0,1.41,2025-12-24
208,6,45.0,9.0,67.0,1.48,2025-12-31
208,7,47.0,9.0,70.0,1.99,2025-12-30
208,8,46.0,9.0,69.0,1.16,2025-12-23
208,9,51.0,10.0,76.0,0.66,2025-12-02
208,10,43.0,8.0,64.0,0.84,2025-12-28
208,11,48.0,9.0,72.0,1.25,2025-12-16
208,12,7.0,0.0,10.0,0.0,2025-12-20
209,1,54.0,10.0,81.0,0.68,2025-12-08
209,2,50.0,10.0,75.0,0.86,2025-12-07
209,3,56.0,11.0,84.0,1.77,2025-12-02
209,4,56.0,11.0,84.0,1.09,2025-12-26
209,5,49.0,9.0,73.0,1.03,2025-12-08
209,6,61.0,12.0,91.0,0.71,2025-12-10
209,7,54.0,10.0,81.0,1.36,2025-12-13
209,8,42.0,8.0,63.0,1.23,2025-12-17
209,9,35.0,7.0,52.0,1.06,2025-12-23
209,10,49.0,9.0,73.0,0.79,2025-12-02
209,11,50.0,10.0,75.0,1.93,2025-12-29
209,12,8.0,0.0,10.0,0.0,2025-12-04
210,1,20.0,4.0,30.0,2.09,2025-12-17
210,2,26.0,5.0,39.0,3.52,2025-12-08
210,3,20.0,4.0,30.0,4.75,2025-12-22
210,4,16.0,3.0,24.0,3.96,2025-12-19
210,5,15.0,3.0,22.0,4.89,2025-12-11
210,6,13.0,2.0,19.0,4.66,2025-12-09
210,7,26.0,5.0,39.0,6.04,2025-12-05
210,8,14.0,2.0,21.0,6.31,2025-12-30
210,9,15.0,3.0,22.0,4.55,2025-12-25
210,10,22.0,4.0,33.0,4.67,2025-12-28
210,11,22.0,4.0,33.0,5.21,2025-12-30
210,12,9.0,0.0,10.0,0.0,2025-12-31
211,1,54.0,10.0,81.0,0.79,2025-12-28
211,2,43.0,8.0,64.0,0.82,2025-12-13
211,3,56.0,11.0,84.0,0.72,2025-12-07
211,4,53.0,10.0,79.0,0.84,2025-12-14
211,5,41.0,8.0,61.0,1.16,2025-12-11
211,6,54.0,10.0,81.0,0.65,2025-12-05
211,7,59.0,11.0,88.0,0.82,2025-12-20
211,8,44.0,8.0,66.0,1.57,2025-12-27
211,9,49.0,9.0,73.0,0.61,2025-12-27
211,10,43.0,8.0,64.0,1.19,2025-12-27
211,11,61.0,12.0,91.0,0.81,2025-12-26
211,12,8.0,0.0,10.0,0.0,2025-12-20
212,1,21.0,4.0,31.0,14.746978363697234,2025-12-02
212,2,16.0,3.0,24.0,11.87,2025-12-17
212,3,17.0,3.0,25.0,7.92,2025-12-11
212,4,18.0,3.0,27.0,11.73,2025-12-19
212,5,24.0,4.0,36.0,12.54,2025-12-06
212,6,16.0,3.0,24.0,13.19,2025-12-30
212,7,18.0,3.0,27.0,14.11,2025-12-02
212,8,11.0,2.0,16.0,15.84,2025-12-17
212,9,25.0,5.0,37.0,15.33,2025-12-09
212,10,24.0,4.0,36.0,12.84,2025-12-10
212,11,21.0,4.0,31.0,15.36,2025-12-02
212,12,1.0,0.0,10.0,0.0,2025-12-24
213,1,46.0,9.0,69.0,1.27,2025-12-06
213,2,47.0,9.0,70.0,1.18,2025-12-16
213,3,53.0,10.0,79.0,1.61,2025-12-07
213,4,57.0,11.0,85.0,1.15,2025-12-19
213,5,65.0,13.0,97.0,1.94,2025-12-25
213,6,48.0,9.0,72.0,1.01,2025-12-24
213,7,57.0,11.0,85.0,2.82,2025-12-13
213,8,51.0,10.0,76.0,1.6,2025-12-04
213,9,47.0,9.0,70.0,2.16,2025-12-10
213,10,43.0,8.0,64.0,0.94,2025-12-30
213,11,60.0,12.0,90.0,1.32,2025-12-15
213,12,1.0,0.0,10.0,0.0,2025-12-16
214,1,52.0,10.0,78.0,0.92,2025-12-10
214,2,58.0,11.0,87.0,0.72,2025-12-25
214,3,59.0,11.0,88.0,1.14,2025-12-18
214,4,51.0,10.0,76.0,1.13,2025-12-09
214,5,51.0,10.0,76.0,1.64,2025-12-11
214,6,61.0,12.0,91.0,1.02,2025-12-20
214,7,40.0,8.0,60.0,2.2,2025-12-04
214,8,52.0,10.0,78.0,1.51,2025-12-05
214,9,47.0,9.0,70.0,1.01,2025-12-27
214,10,54.0,10.0,81.0,0.67,2025-12-11
214,11,49.0,9.0,73.0,,2025-12-06
214,12,6.0,0.0,10.0,0.0,2025-12-13
215,1,5.0,1.0,7.0,120.21,2025-12-16
215,2,7.0,1.0,10.0,136.5,2025-12-26
215,3,2.0,0.0,3.0,105.72,2025-12-31
215,4,4.0,0.0,6.0,76.74,2025-12-23
215,5,3.0,0.0,4.0,71.64,2025-12-26
215,6,8.0,1.0,12.0,161.29,2025-12-25
215,7,2.0,0.0,3.0,161.96,2025-12-05
215,8,5.0,1.0,7.0,163.6,2025-12-23
215,9,3.0,0.0,4.0,119.81,2025-12-12
215,10,4.0,0.0,6.0,81.28,2025-12-25
215,11,6.0,1.0,9.0,91.11,2025-12-23
215,12,0.0,0.0,10.0,0.0,2025-12-05
216,1,54.0,10.0,81.0,0.97,2025-12-04
216,2,50.0,10.0,75.0,1.28,2025-12-26
216,3,39.0,7.0,58.0,0.79,2025-12-26
216,4,56.0,11.0,84.0,1.1,2025-12-29
216,5,35.0,7.0,52.0,1.23,2025-12-23
216,6,49.0,9.0,73.0,0.74,2025-12-15
216,7,44.0,8.0,66.0,2.1,2025-12-15
216,8,47.0,9.0,70.0,1.93,2025-12-06
216,9,53.0,10.0,79.0,0.86,2025-12-06
216,10,59.0,11.0,88.0,1.05,2025-12-25
216,11,55.0,11.0,82.0,1.32,2025-12-31
216,12,4.0,0.0,10.0,0.0,2025-12-25
217,1,19.0,3.0,28.0,2.34,2025-12-16
217,2,12.0,2.0,18.0,2.33,2025-12-05
217,3,26.0,5.0,39.0,1.72,2025-12-16
217,4,20.0,4.0,30.0,2.48,2025-12-30
217,5,21.0,4.0,31.0,1.23,2025-12-30
217,6,23.0,4.0,34.0,2.32,2025-12-16
217,7,23.0,4.0,34.0,2.4,2025-12-31
217,8,20.0,4.0,30.0,2.76,2025-12-07
217,9,16.0,3.0,24.0,2.17,2025-12-12
217,10,29.0,5.0,43.0,2.24,2025-12-07
217,11,15.0,3.0,22.0,1.08,2025-12-20
217,12,5.0,0.0,10.0,0.0,2025-12-24
218,1,47.0,9.0,70.0,0.91,2025-12-26
218,2,48.0,9.0,72.0,1.17,2025-12-29
218,3,,11.0,88.0,1.78,2025-12-02
218,4,57.0,11.0,85.0,2.02,2025-12-14
218,5,43.0,8.0,64.0,1.07,2025-12-16
218,6,56.0,11.0,84.0,1.1,2025-12-26
218,7,38.0,7.0,57.0,2.27,2025-12-04
218,8,46.0,9.0,69.0,1.9,2025-12-31
218,9,48.0,9.0,72.0,1.57,2025-12-09
218,10,54.0,10.0,81.0,1.87,2025-12-30
218,11,58.0,11.0,87.0,1.68,2025-12-25
218,12,4.0,0.0,10.0,0.0,2025-12-27
219,1,44.0,8.0,66.0,1.31,2025-12-04
219,2,43.0,8.0,64.0,1.5,2025-12-18
219,3,36.0,7.0,54.0,0.94,2025-12-08
219,4,51.0,10.0,76.0,2.05,2025-12-17
219,5,45.0,9.0,67.0,2.54,2025-12-15
219,6,50.0,10.0,75.0,2.28,2025-12-13
219,7,57.0,11.0,85.0,2.08,2025-12-24
219,8,57.0,11.0,85.0,2.41,2025-12-08
219,9,51.0,10.0,76.0,2.08,2025-12-27
219,10,49.0,9.0,73.0,0.96,2025-12-23
219,11,48.0,9.0,72.0,1.12,2025-12-26
219,12,0.0,0.0,10.0,0.0,2025-12-07
220,1,22.0,4.0,33.0,3.27,2025-12-05
220,2,15.0,3.0,22.0,1.49,2025-12-15
220,3,20.0,4.0,30.0,3.92,2025-12-16
220,4,20.0,4.0,30.0,2.3,2025-12-12
220,5,29.0,5.0,43.0,1.83,2025-12-05
220,6,28.0,5.0,42.0,4.16,2025-12-05
220,7,15.0,3.0,22.0,2.12,2025-12-30
220,8,23.0,4.0,34.0,5.3,2025-12-13
220,9,17.0,3.0,25.0,2.5,2025-12-27
220,10,20.0,4.0,30.0,3.92,2025-12-12
220,11,26.0,5.0,39.0,3.48,2025-12-21
220,12,9.0,0.0,10.0,0.0,2025-12-19
221,1,17.0,3.0,25.0,3.6,2025-12-03
221,2,24.0,4.0,36.0,5.46,2025-12-06
221,3,24.0,4.0,36.0,4.59,2025-12-26
221,4,18.0,3.0,27.0,4.76,2025-12-09
221,5,23.0,4.0,34.0,5.47,2025-12-05
221,6,14.0,2.0,21.0,3.8,2025-12-03
221,7,19.0,3.0,28.0,5.67,2025-12-25
221,8,16.0,3.0,24.0,6.5,2025-12-29
221,9,24.0,4.0,36.0,3.55,2025-12-27
221,10,16.0,3.0,24.0,2.27,2025-12-20
221,11,20.0,4.0,30.0,5.28,2025-12-15
221,12,1.0,0.0,10.0,0.0,2025-12-25
222,1,66.0,13.0,99.0,0.62,2025-12-28
222,2,49.0,9.0,73.0,0.56,2025-12-23
222,3,52.0,10.0,78.0,0.82,2025-12-30
222,4,49.0,9.0,73.0,0.57,2025-12-21
222,5,49.0,9.0,73.0,0.44,2025-12-09
222,6,53.0,10.0,79.0,0.73,2025-12-18
222,7,64.0,12.0,96.0,0.83,2025-12-19
222,8,37.0,7.0,55.0,1.0,2025-12-29
222,9,48.0,9.0,72.0,0.44,2025-12-17
222,10,61.0,12.0,91.0,0.75,2025-12-25
222,11,49.0,9.0,73.0,0.64,2025-12-18
222,12,0.0,0.0,10.0,0.0,2025-12-25
223,1,43.0,8.0,64.0,0.59,2025-12-22
223,2,46.0,9.0,69.0,0.4,2025-12-27
223,3,49.0,9.0,73.0,0.92,2025-12-26
223,4,46.0,9.0,69.0,0.59,2025-12-31
223,5,56.0,11.0,84.0,0.54,2025-12-29
223,6,48.0,9.0,72.0,0.94,2025-12-24
223,7,50.0,10.0,75.0,1.07,2025-12-03
223,8,48.0,9.0,72.0,1.02,2025-12-16
223,9,56.0,11.0,84.0,0.45,2025-12-11
223,10,52.0,10.0,78.0,0.43,2025-12-22
223,11,48.0,9.0,72.0,0.67,2025-12-03
223,12,2.0,0.0,10.0,0.0,2025-12-02
224,1,43.0,8.0,64.0,1.58,2025-12-08
224,2,52.0,10.0,,1.34,2025-12-23
224,3,51.0,10.0,76.0,1.58,2025-12-28
224,4,47.0,9.0,70.0,0.69,2025-12-13
224,5,38.0,7.0,57.0,0.63,2025-12-17
224,6,53.0,10.0,79.0,0.69,2025-12-21
224,7,48.0,9.0,72.0,1.19,2025-12-31
224,8,39.0,7.0,58.0,1.22,2025-12-10
224,9,50.0,10.0,75.0,0.92,2025-12-13
224,10,51.0,10.0,76.0,1.42,2025-12-22
224,11,55.0,11.0,82.0,0.6,2025-12-28
224,12,8.0,0.0,10.0,0.0,2025-12-09
225,1,54.0,10.0,81.0,1.94,2025-12-07
225,2,33.0,6.0,49.0,1.47,2025-12-29
225,3,36.0,7.0,54.0,2.13,2025-12-22
225,4,51.0,10.0,76.0,1.4,2025-12-15
225,5,41.0,8.0,61.0,1.16,2025-12-24
225,6,52.0,10.0,78.0,2.66,2025-12-11
225,7,63.0,12.0,94.0,1.88,2025-12-03
225,8,70.0,14.0,105.0,1.6,2025-12-27
225,9,59.0,11.0,88.0,1.37,2025-12-22
225,10,61.0,12.0,91.0,1.6,2025-12-11
225,11,61.0,12.0,91.0,1.48,2025-12-16
225,12,6.0,0.0,10.0,0.0,2025-12-23
226,1,43.0,8.0,64.0,0.84,2025-12-12
226,2,48.0,9.0,72.0,0.89,2025-12-05
226,3,39.0,7.0,58.0,1.83,2025-12-19
226,4,47.0,9.0,70.0,1.74,2025-12-21
226,5,60.0,12.0,90.0,1.9,2025-12-11
226,6,57.0,11.0,85.0,1.16,2025-12-16
226,7,43.0,8.0,64.0,1.79,2025-12-14
226,8,55.0,11.0,82.0,1.25,2025-12-09
226,9,49.0,9.0,73.0,1.52,2025-12-28
226,10,57.0,11.0,85.0,1.54,2025-12-24
226,11,62.0,12.0,93.0,0.87,2025-12-16
226,12,5.0,0.0,10.0,0.0,2025-12-21
227,1,44.0,8.0,66.0,2.28,2025-12-08
227,2,59.0,11.0,88.0,2.55,2025-12-15
227,3,57.0,11.0,85.0,2.29,2025-12-23
227,4,37.0,7.0,55.0,1.35,2025-12-18
227,5,49.0,9.0,73.0,1.4,2025-12-13
227,6,41.0,8.0,61.0,1.98,2025-12-11
227,7,46.0,9.0,69.0,2.85,2025-12-26
227,8,46.0,9.0,69.0,1.59,2025-12-30
227,9,46.0,9.0,69.0,2.31,2025-12-28
227,10,43.0,8.0,64.0,3.02,2025-12-30
227,11,51.0,10.0,76.0,1.03,2025-12-13
227,12,7.0,0.0,10.0,0.0,2025-12-30
228,1,26.0,5.0,39.0,1.88,2025-12-09
228,2,19.0,3.0,28.0,2.25,2025-12-08
228,3,22.0,4.0,33.0,2.3,2025-12-04
228,4,21.0,,31.0,1.3,2025-12-30
228,5,23.0,4.0,34.0,1.63,2025-12-05
228,6,26.0,5.0,39.0,0.83,2025-12-24
228,7,24.0,4.0,36.0,2.79,2025-12-08
228,8,23.0,4.0,34.0,,2025-12-03
228,9,20.0,4.0,30.0,0.85,2025-12-18
228,10,18.0,3.0,27.0,1.69,2025-12-17
228,11,18.0,3.0,27.0,1.64,2025-12-21
228,12,8.0,0.0,10.0,0.0,2025-12-05
229,1,26.0,5.0,39.0,4.99,2025-12-25
229,2,17.0,3.0,25.0,5.3,2025-12-13
229,3,33.0,6.0,49.0,2.7,2025-12-10
229,4,13.0,2.0,19.0,3.41,2025-12-07
229,5,18.0,3.0,27.0,3.31,2025-12-10
229,6,17.0,3.0,25.0,2.42,2025-12-11
229,7,22.0,4.0,33.0,5.87,2025-12-06
229,8,23.0,4.0,34.0,5.51,2025-12-24
229,9,26.0,5.0,39.0,4.06,2025-12-24
229,10,18.0,3.0,27.0,4.54,2025-12-05
229,11,11.0,2.0,16.0,6.34,
229,12,7.0,0.0,10.0,0.0,2025-12-30
230,1,11.0,2.0,16.0,5.0,2025-12-08
230,2,14.0,2.0,21.0,2.7,2025-12-19
230,3,24.0,4.0,36.0,4.77,2025-12-10
230,4,17.0,3.0,25.0,5.59,2025-12-09
230,5,26.0,5.0,39.0,5.06,2025-12-30
230,6,24.0,4.0,36.0,3.64,2025-12-21
230,7,23.0,4.0,34.0,4.37,2025-12-20
230,8,24.0,4.0,36.0,6.2,2025-12-19
230,9,10.0,2.0,15.0,5.11,2025-12-08
230,10,18.0,3.0,27.0,2.47,2025-12-13
230,11,18.0,3.0,27.0,2.76,2025-12-31
230,12,9.0,0.0,10.0,0.0,2025-12-25
231,1,20.0,4.0,30.0,1.27,2025-12-03
231,2,25.0,5.0,37.0,2.56,2025-12-05
231,3,21.0,4.0,31.0,1.79,2025-12-23
231,4,14.0,2.0,21.0,2.65,2025-12-18
231,5,21.0,4.0,31.0,2.29,2025-12-15
231,6,27.0,5.0,40.0,2.7,2025-12-27
231,7,20.0,4.0,30.0,2.58,2025-12-24
231,8,17.0,3.0,25.0,1.65,2025-12-18
231,9,15.0,3.0,22.0,1.44,2025-12-27
231,10,19.0,3.0,28.0,1.06,2025-12-07
231,11,11.0,2.0,16.0,2.77,2025-12-31
231,12,6.0,0.0,10.0,0.0,2025-12-13
232,1,54.0,10.0,81.0,0.84,2025-12-08
232,2,58.0,11.0,87.0,1.8,2025-12-28
232,3,51.0,10.0,76.0,1.38,2025-12-19
232,4,58.0,11.0,87.0,1.59,2025-12-31
232,5,44.0,8.0,66.0,1.27,2025-12-27
232,6,49.0,9.0,73.0,1.57,2025-12-07
232,7,35.0,7.0,52.0,1.88,2025-12-05
232,8,42.0,8.0,63.0,2.01,
232,9,57.0,11.0,85.0,1.77,2025-12-19
232,10,41.0,8.0,61.0,1.32,2025-12-31
232,11,36.0,7.0,54.0,2.23,2025-12-16
232,12,3.0,0.0,10.0,0.0,2025-12-07
233,1,45.0,9.0,67.0,1.78,2025-12-02
233,2,75.0,15.0,112.0,1.01,2025-12-31
233,3,56.0,11.0,84.0,1.43,2025-12-15
233,4,27.0,5.0,40.0,1.15,2025-12-08
233,5,52.0,10.0,78.0,1.79,2025-12-11
233,6,48.0,9.0,72.0,1.3,2025-12-17
233,7,41.0,8.0,61.0,1.89,2025-12-10
233,8,68.0,13.0,102.0,0.99,2025-12-09
233,9,54.0,10.0,81.0,1.28,2025-12-22
233,10,46.0,9.0,69.0,1.09,2025-12-14
233,11,38.0,7.0,57.0,1.62,2025-12-11
233,12,1.0,0.0,10.0,0.0,2025-12-24
234,1,29.0,5.0,43.0,2.61,2025-12-28
234,2,17.0,3.0,25.0,2.04,2025-12-08
234,3,26.0,5.0,39.0,1.79,2025-12-23
234,4,25.0,5.0,37.0,3.01,2025-12-20
234,5,21.0,4.0,31.0,1.55,2025-12-07
234,6,13.0,2.0,19.0,4.31,2025-12-30
234,7,13.0,2.0,19.0,5.4,2025-12-31
234,8,17.0,3.0,25.0,4.22,2025-12-20
234,9,25.0,5.0,37.0,2.7,2025-12-14
234,10,13.0,2.0,19.0,2.39,2025-12-11
234,11,22.0,4.0,33.0,2.85,2025-12-10
234,12,7.0,0.0,10.0,0.0,2025-12-28
235,1,15.0,3.0,22.0,10.64,2025-12-14
235,2,21.0,4.0,31.0,11.57,2025-12-24
235,3,24.0,4.0,36.0,17.26,2025-12-09
235,4,21.0,4.0,31.0,15.79,2025-12-06
235,5,20.0,4.0,30.0,20.81,2025-12-06
235,6,21.0,4.0,31.0,13.07,2025-12-08
235,7,20.0,4.0,30.0,17.28,2025-12-07
235,8,20.0,4.0,30.0,19.36,2025-12-27
235,9,20.0,4.0,30.0,20.25,2025-12-08
235,10,16.0,3.0,24.0,16.26,2025-12-27
235,11,20.0,4.0,30.0,14.23,2025-12-17
235,12,6.0,0.0,10.0,0.0,2025-12-07
236,1,17.0,3.0,25.0,1.24,2025-12-08
236,2,23.0,4.0,34.0,2.6,2025-12-21
236,3,20.0,4.0,30.0,1.16,2025-12-28
236,4,24.0,4.0,36.0,2.0,2025-12-23
236,5,22.0,4.0,33.0,1.16,2025-12-17
236,6,15.0,3.0,22.0,1.53,2025-12-30
236,7,23.0,4.0,34.0,2.45,2025-12-23
236,8,18.0,3.0,27.0,2.96,2025-12-21
236,9,19.0,3.0,28.0,3.22,2025-12-21
236,10,24.0,4.0,36.0,1.29,2025-12-23
236,11,22.0,4.0,33.0,2.25,2025-12-08
236,12,5.0,0.0,10.0,0.0,2025-12-11
237,1,21.0,4.0,31.0,21.09,2025-12-22
237,2,12.0,2.0,18.0,19.9,2025-12-03
237,3,16.0,3.0,24.0,20.68,2025-12-17
237,4,26.0,5.0,39.0,19.32,2025-12-25
237,5,27.0,5.0,40.0,9.24,2025-12-07
237,6,22.0,4.0,33.0,12.63,2025-12-16
237,7,24.0,4.0,36.0,12.6,2025-12-29
237,8,21.0,4.0,31.0,11.08,2025-12-27
237,9,21.0,4.0,31.0,16.88,2025-12-15
237,10,17.0,3.0,25.0,12.28,2025-12-08
237,11,11.0,2.0,16.0,8.26,2025-12-07
237,12,2.0,0.0,10.0,0.0,2025-12-27
238,1,53.0,10.0,79.0,1.42,2025-12-05
238,2,,10.0,79.0,0.86,2025-12-29
238,3,47.0,9.0,70.0,1.61,2025-12-30
238,4,47.0,9.0,70.0,0.9,2025-12-28
238,5,44.0,8.0,66.0,1.47,2025-12-15
238,6,57.0,11.0,85.0,0.66,2025-12-09
238,7,57.0,11.0,85.0,1.46,2025-12-09
238,8,52.0,10.0,78.0,2.23,2025-12-09
238,9,49.0,9.0,73.0,1.19,2025-12-18
238,10,43.0,8.0,64.0,1.56,2025-12-19
238,11,36.0,7.0,54.0,1.51,2025-12-02
238,12,5.0,0.0,10.0,0.0,2025-12-10
239,1,2.0,0.0,3.0,167.63,2025-12-19
239,2,8.0,1.0,12.0,143.8,2025-12-03
239,3,4.0,0.0,6.0,99.68,2025-12-17
239,4,3.0,0.0,4.0,142.16,2025-12-03
239,5,9.0,1.0,13.0,235.0,2025-12-31
239,6,2.0,0.0,3.0,97.43,2025-12-31
239,7,2.0,0.0,3.0,217.66,2025-12-29
239,8,5.0,1.0,7.0,151.72,2025-12-11
239,9,8.0,1.0,12.0,92.6,2025-12-31
239,10,4.0,0.0,6.0,239.21,2025-12-29
239,11,3.0,0.0,4.0,155.16,2025-12-21
239,12,3.0,0.0,10.0,0.0,2025-12-04
240,1,45.0,9.0,67.0,0.73,2025-12-03
240,2,55.0,11.0,82.0,0.57,2025-12-19
240,3,41.0,8.0,61.0,0.71,2025-12-30
240,4,37.0,7.0,55.0,1.16,2025-12-29
240,5,55.0,11.0,82.0,0.78,2025-12-24
240,6,48.0,9.0,72.0,0.79,2025-12-19
240,7,51.0,10.0,76.0,1.1,2025-12-21
240,8,41.0,8.0,61.0,1.2,2025-12-18
240,9,55.0,11.0,82.0,1.16,2025-12-13
240,10,54.0,10.0,81.0,1.22,2025-12-13
240,11,42.0,8.0,63.0,0.69,2025-12-24
240,12,5.0,0.0,10.0,0.0,2025-12-22
241,1,51.0,10.0,76.0,0.82,2025-12-31
241,2,49.0,9.0,73.0,0.9,2025-12-06
241,3,45.0,9.0,67.0,0.91,2025-12-18
241,4,36.0,7.0,54.0,0.83,2025-12-02
241,5,64.0,12.0,96.0,1.38,2025-12-16
241,6,40.0,8.0,60.0,0.65,2025-12-08
241,7,50.0,10.0,75.0,1.11,2025-12-11
241,8,46.0,9.0,69.0,0.79,2025-12-06
241,9,57.0,11.0,85.0,0.49,2025-12-07
241,10,48.0,9.0,72.0,0.67,2025-12-10
241,11,47.0,9.0,70.0,0.92,2025-12-19
241,12,5.0,0.0,10.0,0.0,2025-12-14
242,1,20.0,4.0,30.0,2.89,2025-12-02
242,2,27.0,5.0,40.0,2.09,2025-12-10
242,3,19.0,3.0,28.0,3.61,2025-12-18
242,4,25.0,5.0,37.0,4.12,2025-12-25
242,5,24.0,4.0,36.0,5.26,2025-12-31
242,6,10.0,2.0,15.0,2.5,2025-12-26
242,7,17.0,3.0,25.0,2.6,2025-12-06
242,8,16.0,3.0,24.0,4.01,2025-12-24
242,9,13.0,2.0,19.0,3.25,2025-12-10
242,10,19.0,3.0,28.0,3.56,2025-12-15
242,11,25.0,5.0,37.0,3.87,2025-12-28
242,12,3.0,0.0,10.0,0.0,2025-12-24
243,1,2.0,0.0,3.0,46.13,2025-12-21
243,2,6.0,1.0,9.0,83.68,2025-12-03
243,3,8.0,1.0,12.0,116.81,2025-12-03
243,4,2.0,0.0,3.0,48.92,2025-12-17
243,5,3.0,0.0,4.0,115.89,2025-12-10
243,6,5.0,1.0,7.0,114.01,2025-12-22
243,7,5.0,1.0,7.0,64.0,2025-12-07
243,8,1.0,0.0,1.0,133.06,2025-12-10
243,9,3.0,0.0,4.0,71.99,2025-12-11
243,10,4.0,0.0,6.0,61.06,2025-12-07
243,11,4.0,0.0,6.0,77.68,2025-12-04
243,12,4.0,0.0,10.0,0.0,2025-12-12
244,1,57.0,11.0,85.0,1.49,2025-12-02
244,2,48.0,9.0,72.0,,2025-12-28
244,3,62.0,12.0,93.0,1.05,2025-12-25
244,4,53.0,10.0,79.0,1.24,2025-12-28
244,5,45.0,9.0,67.0,1.41,2025-12-27
244,6,47.0,9.0,70.0,0.9,2025-12-24
244,7,57.0,11.0,85.0,1.63,2025-12-21
244,8,41.0,8.0,61.0,1.03,2025-12-14
244,9,52.0,10.0,78.0,0.9,2025-12-24
244,10,60.0,12.0,90.0,0.86,2025-12-10
244,11,49.0,9.0,73.0,0.7,2025-12-11
244,12,9.0,0.0,10.0,0.0,2025-12-09
245,1,48.0,9.0,72.0,2.66,2025-12-06
245,2,45.0,9.0,67.0,0.96,2025-12-03
245,3,47.0,9.0,70.0,1.71,2025-12-02
245,4,44.0,8.0,66.0,2.47,2025-12-29
245,5,49.0,9.0,73.0,1.87,2025-12-23
245,6,44.0,8.0,66.0,1.89,2025-12-28
245,7,62.0,12.0,93.0,1.78,2025-12-29
245,8,59.0,11.0,88.0,1.45,2025-12-04
245,9,62.0,12.0,93.0,2.19,2025-12-22
245,10,50.0,10.0,75.0,2.52,2025-12-06
245,11,47.0,9.0,70.0,1.66,2025-12-06
245,12,9.0,0.0,10.0,0.0,2025-12-03
246,1,22.0,4.0,33.0,5.3,2025-12-04
246,2,19.0,3.0,28.0,2.02,2025-12-18
246,3,20.0,4.0,30.0,4.23,2025-12-11
246,4,21.0,4.0,31.0,4.53,2025-12-16
246,5,22.0,4.0,33.0,5.66,2025-12-14
246,6,21.0,4.0,31.0,5.19,2025-12-02
246,7,21.0,4.0,31.0,6.54,2025-12-04
246,8,19.0,3.0,28.0,3.75,2025-12-21
246,9,21.0,4.0,31.0,3.05,2025-12-18
246,10,20.0,4.0,30.0,2.72,2025-12-07
246,11,22.0,4.0,33.0,5.16,2025-12-07
246,12,8.0,0.0,10.0,0.0,2025-12-17
247,1,25.0,5.0,37.0,3.31,2025-12-03
247,2,19.0,3.0,28.0,5.14,2025-12-26
247,3,17.0,3.0,25.0,3.49,2025-12-12
247,4,20.0,4.0,30.0,4.48,2025-12-02
247,5,22.0,4.0,33.0,3.33,2025-12-14
247,6,28.0,5.0,42.0,5.08,2025-12-03
247,7,20.0,4.0,30.0,4.12,2025-12-13
247,8,17.0,3.0,25.0,3.22,2025-12-31
247,9,18.0,3.0,27.0,4.8,2025-12-04
247,10,16.0,3.0,24.0,4.51,2025-12-27
247,11,21.0,4.0,31.0,3.82,2025-12-31
247,12,0.0,0.0,10.0,0.0,2025-12-27
248,1,44.0,8.0,66.0,0.85,2025-12-15
248,2,39.0,7.0,58.0,0.83,2025-12-18
248,3,53.0,10.0,79.0,0.53,
248,4,52.0,10.0,78.0,0.6,2025-12-15
248,5,60.0,12.0,90.0,0.55,2025-12-22
248,6,49.0,9.0,73.0,0.73,2025-12-11
248,7,49.0,9.0,73.0,1.31,2025-12-28
248,8,59.0,11.0,88.0,0.91,2025-12-26
248,9,57.0,11.0,85.0,1.14,2025-12-03
248,10,34.0,6.0,51.0,0.75,2025-12-29
248,11,56.0,11.0,84.0,0.98,2025-12-19
248,12,3.0,0.0,10.0,0.0,2025-12-17
249,1,16.0,3.0,24.0,1.61,2025-12-30
249,2,11.0,2.0,16.0,0.83,2025-12-20
249,3,17.0,3.0,25.0,1.39,2025-12-18
249,4,25.0,5.0,37.0,2.24,2025-12-11
249,5,20.0,4.0,30.0,1.48,2025-12-21
249,6,13.0,2.0,19.0,2.16,2025-12-10
249,7,20.0,4.0,30.0,1.92,2025-12-19
249,8,18.0,,27.0,1.51,2025-12-12
249,9,12.0,2.0,18.0,1.46,2025-12-22
249,10,22.0,4.0,33.0,2.09,2025-12-14
249,11,12.0,2.0,18.0,1.4,2025-12-12
249,12,8.0,0.0,10.0,0.0,2025-12-17
250,1,20.0,4.0,30.0,1.9,2025-12-15
250,2,20.0,4.0,30.0,1.86,2025-12-09
250,3,17.0,3.0,25.0,1.87,2025-12-30
250,4,16.0,3.0,24.0,1.56,2025-12-30
250,5,17.0,3.0,25.0,3.61,2025-12-09
250,6,21.0,4.0,31.0,1.83,2025-12-13
250,7,16.0,3.0,24.0,3.68,2025-12-20
250,8,25.0,5.0,37.0,4.22,2025-12-10
250,9,20.0,4.0,30.0,2.39,2025-12-19
250,10,28.0,5.0,42.0,1.93,2025-12-28
250,11,21.0,4.0,31.0,3.66,2025-12-24
250,12,3.0,0.0,10.0,0.0,2025-12-27
251,1,62.0,12.0,93.0,0.78,2025-12-07
251,2,52.0,10.0,78.0,0.48,2025-12-02
251,3,55.0,11.0,82.0,0.95,2025-12-25
251,4,50.0,10.0,75.0,0.95,2025-12-15
